data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5081469,300,GRC421,421,2019-01-27,2019,1,Protests,Peaceful protest,Protesters (Greece),Farmers (Greece),6,,,0,60,Europe,Greece,West Greece,Elis,Pyrgos,Agios Georgios,37.6884,21.5180,1,To Vima,National,"On Jan. 27 2019, in the evening, farmers of Elis gathered with their tractors earlier than in the rest of the country at the junction of Agios Georgios blocking the highway lane Patras-Pyrgos. This was part of countrywide farmers' mobilisations protesting for untaxed petrol, a higher ceiling for tax exemption, construction of irrigation and anti-flooding systems among other issues.",0,1553853272,GRC
5081470,300,GRC422,422,2019-01-27,2019,1,Protests,Peaceful protest,Protesters (Greece),Farmers (Greece),6,,,0,60,Europe,Greece,Peloponnese,Messenia,Messene,Messene,37.1777,21.9190,1,To Vima,National,"On Jan. 27 2019, farmers in Messene gathered at the train station lining up their tractors and other vehicles earlier than in the rest of the country. This was part of countrywide farmers' mobilisations protesting for untaxed petrol, a higher ceiling for tax exemption, construction of irrigation and anti-flooding systems among other issues.",0,1553853272,GRC
5556747,300,GRC423,423,2019-01-27,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,I Avgi; To Vima; Ekathimerini,National,"On Jan. 27 2019, about 250 members of the ""Committee of the Struggle for Macedonia"" demonstrated at the Music Hall of Thessaloniki, where an event commemorating the Holocaust was taking place, against the ratification of the Prespes agreement that renamed the neighbouring country North Macedonia. Masked rioters arrived later and set up barricades. They shouted slogans against government ministers and particularly targeted the President of Democracy calling him a traitor. Riot police was in the middle preventing the two groups from joining each other and from breaking through the police ranks around the building. Tear gas was used and there were four arrests.",0,1563300982,GRC
5556745,300,GRC418,418,2019-01-26,2019,1,Violence against civilians,Attack,ND: New Democracy,,3,Civilians (Greece),Government of Greece (2015-2019); SYRIZA: Coalition of the Radical Left,7,37,Europe,Greece,East Macedonia and Thrace,Evros,Alexandroupoli,Alexandroupoli,40.8499,25.8764,1,I Avgi,National,"On Jan. 26 2019, a member of the Alexandroupoli organisation of the opposition party New Democracy (ND) attempted to assault at the airport of Alexandroupoli three SYRIZA MPs for Evros returning from Athens after they voted for the Prespes Agreement renaming the neighbouring country North Macedonia. ND condemned the attack and tried to detach the opposition party from this behaviour. Ruling party SYRIZA demanded to know whether ND will expel members of its party that display such behaviour.",0,1563300982,GRC
5535700,300,GRC419,419,2019-01-26,2019,1,Protests,Peaceful protest,Protesters (Greece),Teachers (Greece); Students (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima; Ekathimerini,National,"On Jan. 26 2019, about 300 substitute teachers that await appointment at state schools marched through central Athens to the Parliament in protest against the government's state school hiring reforms. They also demand the creation of additional permanent positions. Students of University Education departments marched with them in solidarity.",0,1561483031,GRC
5556746,300,GRC420,420,2019-01-26,2019,1,Protests,Peaceful protest,Protesters (Greece),Government of Greece (2015-2019),6,,,0,60,Europe,Greece,Ionian Islands,Zakynthos,Zakynthos,Zakynthos,37.7802,20.8956,1,To Pontiki,National,"On Jan. 26 2019, local authorities and other institutions, as well as the people of Zakynthos, demonstrated because the island's hospital is understaffed. In the wake of deaths because the Emergency Room is not operating due to short staffing, the protesters asked of the government to hire more doctors and nurses and also to provide more ambulances as there is only one that is not enough to cover the island's needs.",0,1563300982,GRC
5535697,300,GRC414,414,2019-01-25,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki; To Vima; Ekathimerini,National,"On Jan. 25 2019, the Panmacedonian Confederation and the Committee of the Struggle for the Greekness of Macedonia organised a rally scheduled to coincide with a parliamentary vote on the Prespes agreement. Turnout was poor with only a few dozen protesters participating by noon, however, police security measures were strict after the incidents of the previous days.",0,1561483031,GRC
5556744,300,GRC415,415,2019-01-25,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Central Macedonia,Pieria,Katerini,Katerini,40.2696,22.5061,1,To Pontiki; AMNA; Ekathimerini,National,"On Jan. 25 2019, a group of more than 600 rioters against the Prespes deal marched for the second night in a row from the Katerini main square to the home of ruling party SYRIZA MP Elisavet Skoufa, where they clashed with a strong police force. They threw rocks and Molotov cocktails bombs and riot police responded with chemicals. There were 10 detentions, of which nine became arrests. Six of them were minors. This was one of several attacks at the homes of MPs who voted for renaming FYROM North Macedonia.",0,1563300982,GRC
5081464,300,GRC416,416,2019-01-25,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Vima,National,"On Jan. 25 2019, on the day of the parliamentary vote, protesters against the Prespes deal gathered in front of the Ministry of Macedonia and Thrace in Thessaloniki holding Greek flags and funeral announcement papers with the name Macedonia.",0,1553853272,GRC
5977752,300,GRC417,417,2019-01-25,2019,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Greece),,3,Civilians (Greece),Jewish Group (Greece),7,37,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AMNA; To Pontiki; Ekathimerini; Greek Reporter,National-International,"On Jan. 25 2019, unidentified perpetrators smashed the marble plaques in the campus of the Aristotle University of Thessaloniki commemorating a Jewish cemetery destroyed by the Nazis. The attack happened ahead of the events planned for International Holocaust Remembrance Day on Jan. 27. This is the third time the monument has been targeted in a short time. The Rectorate of the University, the Central Israeli Council of Greece and the German Consul in Thessaloniki condemned the attack.",0,1568748968,GRC
5556734,300,GRC400,400,2019-01-24,2019,1,Protests,Protest with intervention,Protesters (Greece),,6,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,16,Europe,Greece,East Macedonia and Thrace,Drama,Drama,Drama,41.1528,24.1473,1,To Pontiki; Ekathimerini,National,"On Jan. 24 2019, protesters against the Prespes deal, after demonstrating in front of the SYRIZA offices in Drama, gathered in front of the residence of ruling party SYRIZA MP Christos Karagiannidis. Police forces dispersed the crowd peacefully.",0,1563300982,GRC
5535689,300,GRC401,401,2019-01-24,2019,1,Protests,Peaceful protest,Protesters (Greece),Farmers (Greece); Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Kilkis,Paionia,Evzonoi,41.1041,22.5571,1,I Avgi; Ekathimerini,National,"On Jan. 24 2019, during the parliamentary debate on the ratification of the Prespes accord about renaming the Former Yugoslav neighbouring country North Macedonia, hundreds of farmers, self-employed workers, employees, unemployed and other local residents in the north of Greece, blocked traffic on the border of Evzonoi crossing to the Former Yugoslavian Republic of Macedonia (FYROM) with their cars despite heavy police presence in protest against the Prespes deal.",0,1561483031,GRC
5556735,300,GRC402,402,2019-01-24,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Central Macedonia,Pieria,Katerini,Katerini,40.2696,22.5061,1,To Pontiki; AMNA; Ekathimerini,National,"On Jan. 24 2019, 800 to 1,000 demonstrators against the Prespes deal attacked with sticks and rocks a riot police cordon preventing their passage to the residence of ruling party SYRIZA MP Elisavet Skoufa sending three officers to hospital. The MAT units made use of stun grenades. 11 people were detained of which six were arrested. The rioters then moved on to the offices of SYRIZA in Katerini shouting slogans without further incidents.",0,1563300982,GRC
5556736,300,GRC403,403,2019-01-24,2019,1,Protests,Peaceful protest,Protesters (Greece),Government of Greece (2015-2019); Orthodox Christian Group (Greece); Students (Greece); Teachers (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Kilkis,Paionia,Polykastro,40.9975,22.5709,1,Ekathimerini,National,"On Jan. 24 2019, during the parliamentary debate on the ratification of the Prespes accord about renaming the Former Yugoslav neighbouring country North Macedonia, the Greek town of Polykastro that is closest to the border with FYROM shut down municipal services and residents and schools held a protest against the Prespes deal in front of the town hall. Church bells were ringing in mourning.",0,1563300982,GRC
5081452,300,GRC404,404,2019-01-24,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Civilians (Greece),SYRIZA: Coalition of the Radical Left,7,57,Europe,Greece,Central Macedonia,Serres,Serres,Serres,41.0850,23.5476,1,Ekathimerini,National,"On Jan. 24 2019, rioters against the Prespes deal attacked the offices of ruling party SYRIZA in Serres on the day of the parliamentary debate about renaming the Former Yugoslav neighbouring country North Macedonia.",0,1553853272,GRC
5562251,300,GRC405,405,2019-01-24,2019,1,Protests,Peaceful protest,Protesters (Greece),PAME: All-Workers Militant Front; Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Ekathimerini; To Vima,National,"On Jan. 24 2019, during the parliamentary debate on the ratification of the Prespes accord, the second of two demonstrations in Thessaloniki that consisted of 3,000 protesters in total, started their march at Kamara, at the Arch of Galerius. Members of PAME and left leaning collectives, as well as antifascist groups marched in an anti-government protest.",0,1563305270,GRC
5556738,300,GRC407,407,2019-01-24,2019,1,Riots,Violent demonstration,Rioters (Greece),Far Right Group (Greece),5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Pontiki; To Vima,National,"On Jan. 24 2019, after the demonstrations against the Prespes deal in Thessaloniki, a group of about 80 far-right rioters attacked the building of the occupation ""Free Social Space Scholeio"" with torches, flares and petrol bombs but they were pushed back by members of the occupation safeguarding the building, so they moved on to the University Student Club, where they were dispersed by riot police.",0,1563300982,GRC
5556739,300,GRC408,408,2019-01-24,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AMNA; To Vima; Ekathimerini,National,"On Jan. 24 2019, late at night and still during the parliamentary debate about renaming the Former Yugoslav neighbouring country North Macedonia, a group of 30 people, which could belong to any one of three rallies in Central Athens against the Prespes deal, spray-painted outside the home of US Ambassador Geoffrey Pyatt the slogan 'Macedonia, Greek land'. Police rounded them all up.",0,1563300982,GRC
5556740,300,GRC409,409,2019-01-24,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AP; AMNA; To Vima; Ekathimerini,National-International,"On Jan. 24 2019, in Athens, at Syntagma square and at the start of the first of today's demonstrations during the parliamentary debate on the ratification of the Prespes accord about renaming the Former Yugoslav neighbouring country North Macedonia, 100 hooded rioters clashed with riot police in front of the Parliament building. More than 2,000 demonstrators participated at the rally organised by the ""Committee of the Struggle for the Greekness of Macedonia"" shouting ""traitors"". There were very strict police security measures affecting traffic as well.",0,1563300982,GRC
5556741,300,GRC410,410,2019-01-24,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AP; AMNA; To Vima; Ekathimerini,National-International,"On Jan. 24 2019, after the Syntagma square demonstration against the Prespes deal, and during the parliamentary debate about renaming the Former Yugoslav neighbouring country North Macedonia, a group of 50 hooded people ripped and burned a FYROM flag and they threw petrol bombs, rocks and flares to riot police in front of the Parliament building. Police fired tear gas to disperse the rioters. There were four arrests. One police officer was injured when he was hit by a rock.",0,1563300982,GRC
5556742,300,GRC411,411,2019-01-24,2019,1,Protests,Peaceful protest,Protesters (Greece),KKE: Communist Party of Greece,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On Jan. 24 2019, on the second day of the parliamentary debate on the ratification of the Prespes accord, members of the Greek Communist Party (KKE) unfurled two banners over the walls of the Acropolis Hill in Athens protesting in Greek and in English against the name deal between Greece and the Former Yugoslav Republic of Macedonia (FYROM). The banners proclaimed 'No to the Tsipras-Zaev agreement, to the plans of US-NATO-EU, to irredentism and nationalism' and 'Yes to friendship, solidarity and joint struggle of the peoples'.",0,1563300982,GRC
5562253,300,GRC412,412,2019-01-24,2019,1,Protests,Peaceful protest,Protesters (Greece),KKE: Communist Party of Greece,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini; To Vima,National,"On Jan. 24 2019, the 2nd of today's demonstrations during the parliamentary debate on the ratification of the Prespes accord about renaming the Former Yugoslav neighbouring country North Macedonia was organised by the Greek Communist Party (KKE) with slogans against the Prespes agreement, irredentism and nationalism and 'Yes to friendship, solidarity and joint struggle of the peoples'. 4,500 KKE supporters gathered at Freedom Square in Athens and marched to the Embassy of the United States, where they burned the flags of NATO, United States and EU.",0,1563305270,GRC
5535696,300,GRC413,413,2019-01-24,2019,1,Protests,Peaceful protest,Protesters (Greece),LAE: Popular Unity,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AMNA; To Vima,National,"On Jan. 24 2019, the 3rd of today's demonstrations during the parliamentary debate on the ratification of the Prespes accord about renaming the Former Yugoslav neighbouring country North Macedonia was organised by Popular Unity and other political parties of the left that have not been voted in Parliament, as well as anti-military collectives. They were all against the Prespes deal. Their intention was to march to Syntagma square but they remained in front of the Embassy of the United States.",0,1561483031,GRC
5562250,300,GRC399,399,2019-01-24,2019,1,Strategic developments,Arrests,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,Civilians (Greece),Far Right Group (Greece),7,17,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AP; AMNA; To Vima,National-International,"On Jan. 24 2019, before, during and after the Syntagma square demonstration against the Prespes deal, and during the parliamentary debate about renaming the Former Yugoslav neighbouring country North Macedonia, police detained 133 far-right protesters in various locations in the centre of Athens carrying gas masks and other suspicious objects. On the day 1,500 police officers were deployed around Athens in preparation to the demonstrations. There were ten arrests in total during all three of today's demonstrations in Athens.",0,1563305270,GRC
5562252,300,GRC406,406,2019-01-24,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Ekathimerini; To Vima,National,"On Jan. 24 2019, during the parliamentary debate on the ratification of the Prespes accord, the first of two demonstrations in Thessaloniki that consisted of 3,000 participants in total, started and finished their march in front of the White Tower, a major city landmark. Demonstrators holding Greek flags chanted slogans about the Greekness of the name Macedonia accompanied by drumming. A small number of rioters threw objects to riot police officers and overturned garbage collection bins after recriminations with rioters of the second demonstration.",0,1563305270,GRC
5556732,300,GRC398,398,2019-01-23,2019,1,Riots,Mob violence,Rioters (Greece),,5,Civilians (Greece),Government of Greece (2015-2019); SYRIZA: Coalition of the Radical Left,7,57,Europe,Greece,Central Macedonia,Pella,Pella,Giannitsa,40.7924,22.4148,1,AMNA; Ekathimerini,National,"On Jan. 23 2019, just before 10 p.m., unknown individuals threw four petrol bombs at the house of Theodora Tzakri, a Pella MP of the ruling SYRIZA party, in Giannitsa causing minor damages in an attack related to the parliamentary debate on the ratification of the Prespes accord.",0,1563300982,GRC
5535684,300,GRC396,396,2019-01-22,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Pieria,Katerini,Katerini,40.2696,22.5061,1,To Pontiki; AMNA,National,"On Jan. 22 2019, there was a protest in Katerini against the Prespes deal on renaming the Former Yugoslav Republic of Macedonia to Northern Macedonia.",0,1561483031,GRC
5556731,300,GRC397,397,2019-01-22,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Civilians (Greece),Government of Greece (2015-2019); SYRIZA: Coalition of the Radical Left,7,57,Europe,Greece,Central Macedonia,Pieria,Katerini,Katerini,40.2696,22.5061,1,To Pontiki; AMNA,National,"On Jan. 22 2019, after the protest in Katerini against the Prespes deal on renaming the Former Yugoslav Republic of Macedonia to Northern Macedonia, an extreme-right group vandalised with rocks, eggs and paint the house of MP Asterios Kastoris, who belongs to the ruling party SYRIZA.",0,1563300982,GRC
5081443,300,GRC395,395,2019-01-21,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),6,,,0,60,Europe,Greece,North Aegean,Samos,Samos,Samos,37.7574,26.9762,1,Ekathimerini,National,"On Jan. 21 2019, 500 African migrants at the reception and identification centre in Samos marched waving laurel branches and chanting slogans such as 'Samos is no good' to protest against poor living conditions at the camp that are particularly harsh on children and pregnant women and requesting their immediate transfer from the island. The protesters gathered outside the port authority, police headquarters and the town hall.",0,1553853272,GRC
5977750,300,GRC386,386,2019-01-20,2019,1,Riots,Violent demonstration,Rioters (Greece),Far Right Group (Greece),5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,Civilians (Greece); Journalists (Greece),1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,I Avgi; Ekathimerini; Greek Reporter; AMNA,National-International,"On Jan. 20 2019, in Athens, during a mass demonstration of between 60,000-600,000 in Syntagma square organised by nationalist associations, the Orthodox Christian church and Greek Panmacedonian organisations and attended by political and cultural public figures against the Prespes deal, clashes broke out in front of Parliament and the surrounding streets when far-right demonstrators wearing gas masks attacked with clubs and iron bars and threw explosive firebombs, paint and other objects at riot police who responded with heavy use of tear gas that led rioters to abandon the rally. 4 people, including one photojournalist, required hospitalisation. There were 7 arrests and 28 police officers were hospitalised.",0,1568748968,GRC
5535680,300,GRC387,387,2019-01-20,2019,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Civilians (Greece),Nationalist Group (Greece),7,57,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki; I Avgi; AMNA; Ekathimerini,National,"On Jan. 20 2019, in Athens, after the anti-nationalist rally at Propylaia was over a demonstrator with a Greek flag was stabbed on the thigh by a group of anarchists close to the site of the counter-demonstration and his motorcycle was set on fire.",0,1561483031,GRC
5081436,300,GRC388,388,2019-01-20,2019,1,Riots,Violent demonstration,Rioters (Greece),Nationalist Group (Greece),5,,,0,50,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On Jan. 20 2019, an Albanian reporter covering the rally against the Prespes deal at Syntagma square was verbally assaulted by demonstrators shouting nationalist abuse because they thought he was from Skopje and his live tv reporting was cut short.",0,1553853272,GRC
5535681,300,GRC389,389,2019-01-20,2019,1,Protests,Peaceful protest,Protesters (Greece),Anarchist Group (Greece),6,Protesters (Greece),Nationalist Group (Greece),6,66,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki; I Avgi; AMNA; Ekathimerini,National,"On Jan. 20 2019, in Athens, hundreds of protesters gathered at Propylaia for an anti-nationalist rally at the same time as the rally against the Prespes deal was taking place at Syntagma square. Far-left groups set off from Kanigos Square and the Anarchist bloc set off from Exarchia. There were three police barricades that prevented the antifascists to clash with the nationalists.",0,1561483031,GRC
5081438,300,GRC390,390,2019-01-20,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Civilians (Greece),SYRIZA: Coalition of the Radical Left,7,57,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki,National,"On Jan. 20 2019, after the rally against the Prespes deal on renaming the Former Yugoslavian Republic of Macedonia (FYROM) to Northern Macedonia, unidentified assailants attacked the offices of the SYRIZA party members organisation and Youth Group in Koukaki in Central Athens. In a statement the SYRIZA Youth Group condemned ""these fascist practices"".",0,1553853272,GRC
5081439,300,GRC391,391,2019-01-20,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Greece),,3,Civilians (Greece),,7,37,Europe,Greece,West Greece,Achaea,Patras,Patras,38.2444,21.7344,1,To Vima,National,"On Jan. 20 2019, three hooded assailants in Patras attacked two motorcyclists returning from the rally in Athens against the Prespes deal and after beating them they removed their mobile phone. It was reported that the motorcyclists were targeted because of their attendance at the rally.",0,1553853272,GRC
5977751,300,GRC392,392,2019-01-20,2019,1,Protests,Peaceful protest,Protesters (Greece),Farmers (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Kilkis,Paionia,Polykastro,40.9975,22.5709,1,The National Herald; Ekathimerini; To Pontiki,National-International,"On Jan. 20 2019, in northern Greece at Polykastro, farmers temporarily blocked the highway leading to Skopje, FYROM, in solidarity to the demonstrators in Syntagma square in Athens protesting against the Prespes deal on renaming the Former Yugoslavian Republic of Macedonia to Northern Macedonia.",0,1568748968,GRC
5081441,300,GRC393,393,2019-01-20,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Greece),,3,Civilians (Pakistan),Civilians (Greece); Students (Greece),7,37,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki,National,"On Jan. 20 2019, about 20 hooded people in black clothes and fascist symbols carrying clubs attacked a 22 year-old Pakistani migrant beating and chasing him away before attacking four Greek teenagers. The Pakistani man and one of the pupils suffered broken noses and another pupil was kicked in the head and suffered a broken cheek bone affecting his vision. The incident happened at the margins of the rally against the Prespes deal and none of the victims were involved in the protest.",0,1553853272,GRC
5535683,300,GRC394,394,2019-01-20,2019,1,Violence against civilians,Attack,XA: Golden Dawn,,3,Civilians (Greece),Journalists (Greece),7,37,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki; AMNA; To Vima; I Avgi,National,"On Jan. 20 2019, during the rally in Syntagma square, a group of hooded Golden Dawn members having photographs of members of the press covering the event proceeded in a targeted attack and took their equipment. A photo reporter was punched and kicked and beaten with clubs to the head and was hospitalised. The tv crew of national broadcaster ERT was also attacked and a cameraman was injured. A journalist that had previously directed a documentary on Golden Dawn was also attacked. Other members of the press were beaten but were lightly injured.",0,1561483031,GRC
5556729,300,GRC383,383,2019-01-19,2019,2,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On Jan. 19 2019 since before midnight and until 2 a.m., a group of hooded people targeted the MAT riot police units that are stationed outside the National Technical University of Athens (Polytechnio) throwing Molotov cocktails bombs. There were no injuries, detentions or arrests reported.",0,1563300982,GRC
5535678,300,GRC384,384,2019-01-19,2019,1,Protests,Peaceful protest,Protesters (Greece),Rouvikonas; Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki; To Vima,National,"On Jan. 19 2019, anarchist group Rouvikonas protested working conditions and low salaries at a chain toy store by throwing flyers in the chain's store in Pangrati in Central Athens. The members of Rouvikonas taking part in this action asked from employees to pass on the group's threats to their bosses and from the public to boycott the chain toy store.",0,1561483031,GRC
5081433,300,GRC385,385,2019-01-19,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece); Students (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AMNA,National,"On Jan. 19 2019, the Initiative of Workers and Students for Urban Transportation in Thessaloniki organised a protest outside the offices of the Organisation of Urban Transportation in Thessaloniki (OASTH) for more bus routes, safer transportation, new buses and no increase in ticket prices.",0,1553853272,GRC
5081430,300,GRC382,382,2019-01-18,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece); Civilians (International),6,,,0,60,Europe,Greece,Attica,Athens,West Athens,Athens-West Athens,38.0163,23.6778,1,I Avgi,National,"On Jan. 18 2019, 500 members of local labour groups and initiatives marched in Peristeri in Athens to protest against the firing and beating of Mohammed, a food delivery employee, by his employer, as well as preventing him from finding new employment, because the former asked for the amount of salary that is set by law. The march ended at the establishment, where protesters shouted slogans and distributed information material to the customers. The employees joined them and closed up shop in protest.",0,1553853272,GRC
5556727,300,GRC379,379,2019-01-17,2019,1,Riots,Violent demonstration,Rioters (Greece),ADEDY: Civil Servants Confederation; DOE: Primary Teachers Union; OLME: Greek Federation of Secondary Education State School Teachers; Teachers (Greece); Labour Group (Greece),5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki; AMNA; To Vima; AP,National-International,"On Jan. 17 2019, about 3,000 teachers and civil servants supporting them organised by their federations DOE, OLME and ADEDY demonstrated in Athens against draft legislation that changes hiring methods for teachers and substitute teachers. Many joined a sit-in outside Parliament demanding withdrawal of the draft law and hiring all substitute teachers, but others battled riot police with wooden rods and were tear-gassed. Despite the demonstrations the law was passed.",0,1563300982,GRC
5081428,300,GRC380,380,2019-01-17,2019,1,Riots,Mob violence,Rioters (Greece),,5,Civilians (Greece),,7,57,Europe,Greece,Attica,Athens,South Athens,Athens-South Athens,37.9014,23.7536,1,To Pontiki,National,"On Jan. 17 2019, a group called ""Anti-speciesist Subjects"" vandalised two butcher shops and two fishmongers in Palaio Faliro in South Athens. In a statement taking responsibility they expressed their disgust to any animal hunter and called these shops dead body sellers. They also condemned all economic and political theories that are based on animal objectifying and exploitation.",0,1553853272,GRC
5977749,300,GRC381,381,2019-01-17,2019,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,East Attica,Marathon,Grammatiko,38.2031,23.9675,1,The National Herald; To Vima; To Pontiki; I Avgi,National-International,"On Jan. 17 2019, residents of Grammatiko village demonstrated against the pilot operation of a landfill that had previously been closed because they consider the location earthquake-prone. The Mayor of Marathon announced he had set aside funds for the residents' legal representation, if they get arrested during the demonstrations. The rioters set up barricades with their cars to stop garbage trucks from reaching the location. They threw rocks and one of the two riot police jeeps and a garbage car were damaged. A police officer was injured.",0,1568748968,GRC
5081426,300,GRC378,378,2019-01-14,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Makeleio.gr,National,"On Jan. 14 2019, 2,500 sugar producers from Imathia, Thessaly, Serres and Orestiada occupied the headquarters of the Hellenic Sugar Industry in Thessaloniki demanding answers regarding the future of the Sugar Industry in Greece, as well as the company's debts to its producers. The head of the Hellenic Sugar Industry workers pointed out that they have not received their salaries four months now.",0,1553853272,GRC
